NO_UF,Indice_infra,SG_UF,CO_UF,NO_MUNICIPIO,CO_MUNICIPIO,QT_MAT_BAS,QT_MAT_INF,QT_MAT_INF_CRE,QT_MAT_INF_PRE,QT_MAT_FUND,QT_MAT_MED,QT_MAT_PROF,QT_MAT_INF_INT,QT_MAT_INF_CRE_INT,QT_MAT_INF_PRE_INT,QT_MAT_FUND_INT,QT_MAT_MED_INT,ano
['Bahia'],0.3253477839701832,['BA'],[29],['São Felipe'],[2929107],4603.0,733.0,352.0,381.0,2297.0,745.0,0.0,519.0,250.0,269.0,262.0,0.0,['2019']
['Bahia'],0.4644193653466692,['BA'],[29],['São José da Vitória'],[2929354],1446.0,158.0,0.0,158.0,883.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,['2019']
['Pernambuco'],0.33509724979070665,['PE'],[26],['Terezinha'],[2615102],1789.0,265.0,96.0,169.0,1181.0,199.0,0.0,19.0,19.0,0.0,0.0,199.0,['2019']
['Sergipe'],0.5373664848261733,['SE'],[28],['Tobias Barreto'],[2807402],10854.0,1534.0,514.0,1020.0,6679.0,1788.0,196.0,116.0,116.0,0.0,1.0,0.0,['2019']
['Sergipe'],0.4141451331771223,['SE'],[28],['Tomar do Geru'],[2807501],2901.0,449.0,97.0,352.0,1841.0,433.0,0.0,97.0,97.0,0.0,0.0,0.0,['2019']
['Sergipe'],0.5878972293689095,['SE'],[28],['Umbaúba'],[2807600],5536.0,781.0,213.0,568.0,3471.0,947.0,0.0,0.0,0.0,0.0,308.0,0.0,['2019']
['Bahia'],0.5661109740057144,['BA'],[29],['Andaraí'],[2901304],3411.0,503.0,164.0,339.0,2036.0,684.0,4.0,260.0,113.0,147.0,949.0,0.0,['2020']
['Ceará'],0.3692234699115096,['CE'],[23],['Antonina do Norte'],[2300804],1695.0,308.0,138.0,170.0,1054.0,281.0,31.0,0.0,0.0,0.0,0.0,0.0,['2020']
['Sergipe'],0.42564781289191256,['SE'],[28],['Arauá'],[2800407],2822.0,551.0,252.0,299.0,1604.0,331.0,0.0,0.0,0.0,0.0,10.0,0.0,['2020']
['Piauí' 'Alagoas'],0.3571592240663628,['PI' 'AL'],[22 27],['Batalha'],[2201507 2700706],12265.0,1682.0,694.0,988.0,5567.0,1844.0,445.0,0.0,0.0,0.0,2732.0,278.0,['2020']
['Maranhão'],0.29220805251706744,['MA'],[21],['Benedito Leite'],[2101806],1241.0,230.0,43.0,187.0,731.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,['2020']
['Maranhão'],0.34074938580614145,['MA'],[21],['Boa Vista do Gurupi'],[2101970],2588.0,467.0,175.0,292.0,1597.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,['2020']
['Bahia'],0.3773195943201817,['BA'],[29],['Boninal'],[2904001],2862.0,544.0,199.0,345.0,1706.0,612.0,0.0,0.0,0.0,0.0,0.0,0.0,['2020']
['Sergipe'],0.5179913293217606,['SE'],[28],['Boquim'],[2800670],5402.0,777.0,303.0,474.0,3209.0,782.0,150.0,0.0,0.0,0.0,0.0,308.0,['2020']
['Bahia'],0.4139360846945773,['BA'],[29],['Buerarema'],[2904704],3553.0,459.0,133.0,326.0,1981.0,502.0,28.0,39.0,12.0,27.0,113.0,0.0,['2020']
['Piauí'],0.3844958625886355,['PI'],[22],['Cajueiro da Praia'],[2202083],1849.0,366.0,18.0,348.0,1156.0,244.0,49.0,0.0,0.0,0.0,514.0,0.0,['2020']
['Piauí'],0.3589624376435395,['PI'],[22],['Campinas do Piauí'],[2202109],1439.0,208.0,93.0,115.0,741.0,144.0,45.0,0.0,0.0,0.0,0.0,0.0,['2020']
['Bahia'],0.4777393820261499,['BA'],[29],['Caém'],[2905107],2433.0,374.0,171.0,203.0,1581.0,384.0,0.0,162.0,162.0,0.0,60.0,107.0,['2020']
['Sergipe'],0.5610211244206118,['SE'],[28],['Cristinápolis'],[2801702],4591.0,827.0,362.0,465.0,2736.0,680.0,0.0,222.0,222.0,0.0,0.0,0.0,['2020']
['Paraíba'],0.43384191687934337,['PB'],[25],['Dona Inês'],[2505709],2331.0,425.0,161.0,264.0,1398.0,449.0,0.0,49.0,44.0,5.0,13.0,334.0,['2020']
['Sergipe'],0.5747119986777346,['SE'],[28],['Estância'],[2802106],13580.0,2280.0,1051.0,1229.0,7611.0,1854.0,485.0,843.0,843.0,0.0,0.0,380.0,['2020']
['Sergipe'],0.4475270255965821,['SE'],[28],['Indiaroba'],[2802809],4800.0,772.0,286.0,486.0,2908.0,806.0,0.0,84.0,84.0,0.0,13.0,256.0,['2020']
['Bahia'],0.4668555388720099,['BA'],[29],['Inhambupe'],[2913705],8666.0,1373.0,508.0,865.0,4862.0,1220.0,60.0,228.0,118.0,110.0,123.0,0.0,['2020']
['Sergipe'],0.5666969246369222,['SE'],[28],['Itabaianinha'],[2803005],10320.0,1475.0,509.0,966.0,6059.0,1854.0,0.0,115.0,115.0,0.0,125.0,148.0,['2020']
['Bahia'],0.4296045480911885,['BA'],[29],['Itaberaba'],[2914703],15139.0,2402.0,988.0,1414.0,7500.0,3077.0,1764.0,420.0,379.0,41.0,363.0,153.0,['2020']
['Bahia'],0.5197728706674013,['BA'],[29],['Itagibá'],[2915205],3685.0,503.0,61.0,442.0,2475.0,346.0,0.0,61.0,61.0,0.0,0.0,0.0,['2020']
['Bahia'],0.3441720734233114,['BA'],[29],['Itapicuru'],[2916500],7897.0,902.0,146.0,756.0,4998.0,874.0,0.0,166.0,146.0,20.0,0.0,0.0,['2020']
['Sergipe'],0.5292525385644264,['SE'],[28],['Lagarto'],[2803500],19833.0,3440.0,1430.0,2010.0,11326.0,3140.0,577.0,199.0,199.0,0.0,1.0,800.0,['2020']
['Bahia'],0.45226210070793527,['BA'],[29],['Lagoa Real'],[2918753],2491.0,376.0,107.0,269.0,1522.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,['2020']
['Bahia'],0.3082608127271962,['BA'],[29],['Lajedinho'],[2919009],914.0,172.0,66.0,106.0,480.0,137.0,0.0,56.0,56.0,0.0,0.0,0.0,['2020']
['Piauí'],0.44540832692907684,['PI'],[22],['Luzilândia'],[2205805],6415.0,1093.0,444.0,649.0,3583.0,799.0,0.0,0.0,0.0,0.0,0.0,170.0,['2020']
['Maranhão'],0.3550388104584304,['MA'],[21],['Mirador'],[2106706],4780.0,796.0,263.0,533.0,2976.0,711.0,0.0,0.0,0.0,0.0,0.0,90.0,['2020']
['Maranhão'],0.2939196234220346,['MA'],[21],['Monção'],[2106904],9070.0,1849.0,742.0,1107.0,5538.0,847.0,0.0,0.0,0.0,0.0,0.0,0.0,['2020']
['Bahia'],0.48041074292392316,['BA'],[29],['Nova Canaã'],[2922706],3542.0,568.0,211.0,357.0,1983.0,419.0,0.0,305.0,153.0,152.0,1309.0,0.0,['2020']
['Bahia'],0.5721323738846273,['BA'],[29],['Nova Viçosa'],[2923001],9956.0,1710.0,613.0,1097.0,5970.0,1570.0,0.0,620.0,600.0,20.0,1.0,196.0,['2020']
['Piauí'],0.40574642720973203,['PI'],[22],['Passagem Franca do Piauí'],[2207751],1415.0,366.0,205.0,161.0,692.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,['2020']
['Sergipe'],0.6402820339727944,['SE'],[28],['Pedrinhas'],[2805109],1922.0,282.0,91.0,191.0,1098.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,['2020']
['Bahia'],0.2506286529136163,['BA'],[29],['Piraí do Norte'],[2924678],2029.0,310.0,95.0,215.0,1208.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,['2020']
['Sergipe'],0.6207143015636006,['SE'],[28],['Poço Verde'],[2805505],4694.0,670.0,296.0,374.0,2896.0,804.0,0.0,63.0,63.0,0.0,72.0,0.0,['2020']
['Piauí'],0.3978527584047692,['PI'],[22],['Riacho Frio'],[2208858],1231.0,209.0,55.0,154.0,876.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,['2020']
['Sergipe'],0.4567668182389576,['SE'],[28],['Riachão do Dantas'],[2805802],4792.0,619.0,163.0,456.0,2901.0,661.0,0.0,0.0,0.0,0.0,0.0,0.0,['2020']
['Sergipe'],0.7075420543404929,['SE'],[28],['Rosário do Catete'],[2806107],2558.0,554.0,279.0,275.0,1456.0,237.0,0.0,0.0,0.0,0.0,0.0,174.0,['2020']
['Sergipe'],0.43158391788254546,['SE'],[28],['Salgado'],[2806206],4149.0,599.0,181.0,418.0,2538.0,588.0,0.0,76.0,76.0,0.0,0.0,0.0,['2020']
['Bahia'],0.443850245313102,['BA'],[29],['Santa Brígida'],[2927606],3723.0,562.0,117.0,445.0,2304.0,524.0,0.0,81.0,81.0,0.0,0.0,0.0,['2020']
['Sergipe'],0.5324756207352488,['SE'],[28],['Santa Luzia do Itanhy'],[2806305],3844.0,812.0,422.0,390.0,2390.0,381.0,0.0,102.0,102.0,0.0,0.0,0.0,['2020']
['Sergipe'],0.5753088087767708,['SE'],[28],['Santa Rosa de Lima'],[2806503],1149.0,238.0,98.0,140.0,656.0,180.0,0.0,15.0,15.0,0.0,0.0,180.0,['2020']
['Pernambuco' 'Bahia'],0.32253032818034955,['PE' 'BA'],[26 29],['Santa Terezinha'],[2612802 2928505],4851.0,765.0,266.0,499.0,2745.0,1002.0,0.0,0.0,0.0,0.0,0.0,471.0,['2020']
['Rio Grande do Norte' 'Bahia'],0.37309160889909915,['RN' 'BA'],[24 29],['Serrinha'],[2413508 2930501],22303.0,3813.0,2273.0,1540.0,9704.0,4420.0,2056.0,2307.0,2096.0,211.0,3948.0,326.0,['2020']
['Sergipe'],0.6020441517628473,['SE'],[28],['Simão Dias'],[2807105],8884.0,1459.0,627.0,832.0,5201.0,1442.0,0.0,565.0,488.0,77.0,28.0,701.0,['2020']
['Bahia'],0.6404153208872927,['BA'],[29],['São Felipe'],[2929107],4283.0,756.0,394.0,362.0,2182.0,799.0,0.0,538.0,286.0,252.0,234.0,1.0,['2020']
['Bahia'],0.5643683698636665,['BA'],[29],['São José da Vitória'],[2929354],1412.0,167.0,0.0,167.0,821.0,225.0,0.0,0.0,0.0,0.0,0.0,47.0,['2020']
['Pernambuco'],0.3744733312938321,['PE'],[26],['Terezinha'],[2615102],1653.0,260.0,97.0,163.0,1167.0,186.0,0.0,0.0,0.0,0.0,0.0,186.0,['2020']
['Sergipe'],0.5474728292901474,['SE'],[28],['Tobias Barreto'],[2807402],10707.0,1463.0,442.0,1021.0,6396.0,1775.0,218.0,132.0,132.0,0.0,0.0,46.0,['2020']
['Sergipe'],0.4011461433074946,['SE'],[28],['Tomar do Geru'],[2807501],2771.0,441.0,142.0,299.0,1729.0,452.0,0.0,97.0,97.0,0.0,0.0,0.0,['2020']
['Sergipe'],0.6504535941553388,['SE'],[28],['Umbaúba'],[2807600],5494.0,742.0,233.0,509.0,3379.0,971.0,58.0,0.0,0.0,0.0,0.0,58.0,['2020']
['Bahia'],0.5756356387910321,['BA'],[29],['Andaraí'],[2901304],3391.0,441.0,116.0,325.0,2028.0,753.0,0.0,214.0,74.0,140.0,519.0,0.0,['2021']
['Ceará'],0.3829342706146599,['CE'],[23],['Antonina do Norte'],[2300804],1734.0,314.0,141.0,173.0,1077.0,285.0,58.0,0.0,0.0,0.0,465.0,0.0,['2021']
['Sergipe'],0.492101737738557,['SE'],[28],['Arauá'],[2800407],2975.0,569.0,299.0,270.0,1616.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,['2021']
['Piauí' 'Alagoas'],0.367856170469088,['PI' 'AL'],[22 27],['Batalha'],[2201507 2700706],13557.0,1909.0,972.0,937.0,5533.0,1961.0,484.0,0.0,0.0,0.0,2746.0,322.0,['2021']
['Maranhão'],0.33784696798128805,['MA'],[21],['Benedito Leite'],[2101806],1221.0,248.0,51.0,197.0,719.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,['2021']
['Maranhão'],0.4286394789290453,['MA'],[21],['Boa Vista do Gurupi'],[2101970],3011.0,559.0,253.0,306.0,1611.0,360.0,0.0,0.0,0.0,0.0,1396.0,0.0,['2021']
['Bahia'],0.39871296887641416,['BA'],[29],['Boninal'],[2904001],2866.0,546.0,198.0,348.0,1711.0,609.0,0.0,0.0,0.0,0.0,20.0,1.0,['2021']
['Sergipe'],0.5285144407604281,['SE'],[28],['Boquim'],[2800670],5227.0,733.0,261.0,472.0,3173.0,817.0,160.0,46.0,46.0,0.0,0.0,335.0,['2021']
['Bahia'],0.42441632981987615,['BA'],[29],['Buerarema'],[2904704],3577.0,446.0,119.0,327.0,2019.0,600.0,57.0,31.0,11.0,20.0,108.0,0.0,['2021']
['Piauí'],0.38253373471534063,['PI'],[22],['Cajueiro da Praia'],[2202083],1903.0,381.0,156.0,225.0,1158.0,259.0,37.0,0.0,0.0,0.0,0.0,0.0,['2021']
['Piauí'],0.3715070458116324,['PI'],[22],['Campinas do Piauí'],[2202109],2207.0,217.0,97.0,120.0,803.0,154.0,41.0,0.0,0.0,0.0,0.0,0.0,['2021']
['Bahia'],0.5818634416319297,['BA'],[29],['Caém'],[2905107],2705.0,567.0,232.0,335.0,1574.0,471.0,0.0,370.0,230.0,140.0,16.0,166.0,['2021']
['Sergipe'],0.4832629384348337,['SE'],[28],['Cristinápolis'],[2801702],4860.0,825.0,339.0,486.0,2746.0,750.0,0.0,394.0,235.0,159.0,533.0,0.0,['2021']
['Paraíba'],0.5052851314825066,['PB'],[25],['Dona Inês'],[2505709],2457.0,458.0,162.0,296.0,1406.0,463.0,0.0,81.0,63.0,18.0,900.0,360.0,['2021']
['Sergipe'],0.5719950182507604,['SE'],[28],['Estância'],[2802106],13351.0,2033.0,783.0,1250.0,7822.0,2019.0,475.0,631.0,631.0,0.0,1.0,507.0,['2021']
['Sergipe'],0.4584693769190343,['SE'],[28],['Indiaroba'],[2802809],5048.0,813.0,345.0,468.0,3000.0,718.0,0.0,124.0,124.0,0.0,0.0,293.0,['2021']
['Bahia'],0.48222999372363234,['BA'],[29],['Inhambupe'],[2913705],9275.0,1399.0,428.0,971.0,4862.0,1643.0,54.0,230.0,77.0,153.0,116.0,0.0,['2021']
['Sergipe'],0.584153773111665,['SE'],[28],['Itabaianinha'],[2803005],10162.0,1437.0,480.0,957.0,6049.0,1844.0,0.0,162.0,162.0,0.0,36.0,248.0,['2021']
['Bahia'],0.5628530687124426,['BA'],[29],['Itaberaba'],[2914703],16815.0,2537.0,1047.0,1490.0,7919.0,3681.0,2002.0,431.0,391.0,40.0,341.0,153.0,['2021']
['Bahia'],0.5717231836838033,['BA'],[29],['Itagibá'],[2915205],3891.0,508.0,79.0,429.0,2508.0,412.0,0.0,50.0,50.0,0.0,0.0,0.0,['2021']
['Bahia'],0.42288155708271347,['BA'],[29],['Itapicuru'],[2916500],10818.0,1293.0,424.0,869.0,4872.0,1054.0,0.0,379.0,293.0,86.0,2111.0,0.0,['2021']
['Sergipe'],0.5339091629668512,['SE'],[28],['Lagarto'],[2803500],20031.0,3274.0,1348.0,1926.0,11281.0,3529.0,649.0,166.0,166.0,0.0,0.0,1152.0,['2021']
['Bahia'],0.47131549714769,['BA'],[29],['Lagoa Real'],[2918753],2525.0,396.0,130.0,266.0,1563.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,['2021']
['Bahia'],0.4825416486785265,['BA'],[29],['Lajedinho'],[2919009],988.0,177.0,70.0,107.0,466.0,210.0,0.0,38.0,38.0,0.0,0.0,0.0,['2021']
['Piauí'],0.4276944388636086,['PI'],[22],['Luzilândia'],[2205805],7644.0,1251.0,619.0,632.0,3824.0,881.0,0.0,0.0,0.0,0.0,433.0,203.0,['2021']
['Maranhão'],0.374445655048653,['MA'],[21],['Mirador'],[2106706],4909.0,955.0,370.0,585.0,3060.0,665.0,0.0,0.0,0.0,0.0,58.0,0.0,['2021']
['Maranhão'],0.2906797324994908,['MA'],[21],['Monção'],[2106904],8847.0,1758.0,795.0,963.0,5398.0,827.0,0.0,0.0,0.0,0.0,3463.0,0.0,['2021']
['Bahia'],0.4963793860834219,['BA'],[29],['Nova Canaã'],[2922706],3962.0,680.0,333.0,347.0,2011.0,574.0,0.0,680.0,333.0,347.0,1993.0,0.0,['2021']
['Bahia'],0.5749570073248119,['BA'],[29],['Nova Viçosa'],[2923001],10030.0,1736.0,711.0,1025.0,6072.0,1778.0,0.0,702.0,702.0,0.0,0.0,232.0,['2021']
['Piauí'],0.3367967591182404,['PI'],[22],['Passagem Franca do Piauí'],[2207751],1598.0,297.0,194.0,103.0,709.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,['2021']
['Sergipe'],0.7030094247305789,['SE'],[28],['Pedrinhas'],[2805109],2315.0,252.0,90.0,162.0,1130.0,366.0,0.0,0.0,0.0,0.0,92.0,0.0,['2021']
['Bahia'],0.28106022744348474,['BA'],[29],['Piraí do Norte'],[2924678],2191.0,387.0,111.0,276.0,1289.0,251.0,0.0,49.0,49.0,0.0,12.0,0.0,['2021']
['Sergipe'],0.623368033259266,['SE'],[28],['Poço Verde'],[2805505],4717.0,644.0,284.0,360.0,2833.0,914.0,0.0,85.0,45.0,40.0,67.0,69.0,['2021']
['Piauí'],0.4047470025163333,['PI'],[22],['Riacho Frio'],[2208858],1350.0,188.0,57.0,131.0,937.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,['2021']
['Sergipe'],0.4477227644188012,['SE'],[28],['Riachão do Dantas'],[2805802],5034.0,637.0,182.0,455.0,3010.0,695.0,0.0,0.0,0.0,0.0,0.0,0.0,['2021']
['Sergipe'],0.716636707448252,['SE'],[28],['Rosário do Catete'],[2806107],2645.0,584.0,271.0,313.0,1435.0,254.0,0.0,0.0,0.0,0.0,357.0,207.0,['2021']
['Sergipe'],0.4876156240129457,['SE'],[28],['Salgado'],[2806206],4150.0,594.0,132.0,462.0,2508.0,649.0,0.0,70.0,70.0,0.0,1.0,0.0,['2021']
['Bahia'],0.45718403121186113,['BA'],[29],['Santa Brígida'],[2927606],3756.0,507.0,137.0,370.0,2346.0,614.0,0.0,96.0,96.0,0.0,1.0,0.0,['2021']
['Sergipe'],0.5358145403555635,['SE'],[28],['Santa Luzia do Itanhy'],[2806305],4496.0,962.0,661.0,301.0,2464.0,333.0,0.0,151.0,151.0,0.0,0.0,0.0,['2021']
['Sergipe'],0.6135900470051701,['SE'],[28],['Santa Rosa de Lima'],[2806503],1208.0,251.0,129.0,122.0,677.0,218.0,0.0,0.0,0.0,0.0,0.0,218.0,['2021']
['Pernambuco' 'Bahia'],0.3630889988135282,['PE' 'BA'],[26 29],['Santa Terezinha'],[2612802 2928505],5130.0,871.0,343.0,528.0,2777.0,1049.0,0.0,0.0,0.0,0.0,0.0,392.0,['2021']
['Rio Grande do Norte' 'Bahia'],0.3745427658867949,['RN' 'BA'],[24 29],['Serrinha'],[2413508 2930501],24941.0,4527.0,2631.0,1896.0,10456.0,5383.0,2201.0,2951.0,2487.0,464.0,0.0,405.0,['2021']
['Sergipe'],0.6284568787637427,['SE'],[28],['Simão Dias'],[2807105],8767.0,1522.0,696.0,826.0,5184.0,1547.0,0.0,541.0,471.0,70.0,18.0,849.0,['2021']
['Bahia'],0.6374526924556209,['BA'],[29],['São Felipe'],[2929107],6093.0,984.0,572.0,412.0,2195.0,1028.0,0.0,688.0,412.0,276.0,240.0,0.0,['2021']
['Bahia'],0.5781632910834689,['BA'],[29],['São José da Vitória'],[2929354],1434.0,159.0,0.0,159.0,797.0,278.0,0.0,0.0,0.0,0.0,0.0,74.0,['2021']
['Pernambuco'],0.43065788816658945,['PE'],[26],['Terezinha'],[2615102],1644.0,246.0,90.0,156.0,1174.0,192.0,0.0,90.0,90.0,0.0,0.0,192.0,['2021']
['Sergipe'],0.565742288200199,['SE'],[28],['Tobias Barreto'],[2807402],10454.0,1347.0,438.0,909.0,6399.0,1742.0,141.0,174.0,174.0,0.0,0.0,116.0,['2021']
['Sergipe'],0.4122829387664518,['SE'],[28],['Tomar do Geru'],[2807501],2792.0,426.0,148.0,278.0,1654.0,551.0,0.0,379.0,127.0,252.0,680.0,69.0,['2021']
['Sergipe'],0.6590643637344893,['SE'],[28],['Umbaúba'],[2807600],5552.0,768.0,255.0,513.0,3278.0,1098.0,151.0,0.0,0.0,0.0,0.0,133.0,['2021']
['Bahia'],,['BA'],[29],['Andaraí'],[2901304],3161.0,529.0,199.0,330.0,1888.0,619.0,38.0,270.0,146.0,124.0,850.0,38.0,['2022']
['Ceará'],,['CE'],[23],['Antonina do Norte'],[2300804],1625.0,327.0,154.0,173.0,974.0,291.0,33.0,7.0,1.0,6.0,570.0,119.0,['2022']
['Sergipe'],,['SE'],[28],['Arauá'],[2800407],2688.0,521.0,276.0,245.0,1510.0,378.0,0.0,10.0,5.0,5.0,98.0,132.0,['2022']
['Piauí' 'Alagoas'],,['PI' 'AL'],[22 27],['Batalha'],[2201507 2700706],12954.0,1823.0,896.0,927.0,5372.0,2135.0,669.0,0.0,0.0,0.0,2770.0,466.0,['2022']
['Maranhão'],,['MA'],[21],['Benedito Leite'],[2101806],1195.0,223.0,43.0,180.0,723.0,141.0,0.0,0.0,0.0,0.0,508.0,0.0,['2022']
['Maranhão'],,['MA'],[21],['Boa Vista do Gurupi'],[2101970],3115.0,540.0,240.0,300.0,1544.0,373.0,0.0,0.0,0.0,0.0,1269.0,0.0,['2022']
['Bahia'],,['BA'],[29],['Boninal'],[2904001],2808.0,536.0,154.0,382.0,1698.0,574.0,66.0,11.0,0.0,11.0,0.0,26.0,['2022']
['Sergipe'],,['SE'],[28],['Boquim'],[2800670],4946.0,721.0,265.0,456.0,3007.0,847.0,69.0,61.0,57.0,4.0,46.0,344.0,['2022']
['Bahia'],,['BA'],[29],['Buerarema'],[2904704],3341.0,433.0,100.0,333.0,1945.0,532.0,24.0,38.0,4.0,34.0,117.0,0.0,['2022']
['Piauí'],,['PI'],[22],['Cajueiro da Praia'],[2202083],1946.0,448.0,209.0,239.0,1144.0,282.0,100.0,115.0,0.0,115.0,346.0,0.0,['2022']
['Piauí'],,['PI'],[22],['Campinas do Piauí'],[2202109],2273.0,214.0,114.0,100.0,690.0,131.0,109.0,0.0,0.0,0.0,138.0,0.0,['2022']
['Bahia'],,['BA'],[29],['Caém'],[2905107],2627.0,556.0,314.0,242.0,1352.0,405.0,0.0,309.0,289.0,20.0,342.0,178.0,['2022']
['Sergipe'],,['SE'],[28],['Cristinápolis'],[2801702],4860.0,947.0,470.0,477.0,2516.0,757.0,0.0,641.0,378.0,263.0,1030.0,169.0,['2022']
['Paraíba'],,['PB'],[25],['Dona Inês'],[2505709],2309.0,472.0,159.0,313.0,1366.0,388.0,0.0,54.0,44.0,10.0,1102.0,335.0,['2022']
['Sergipe'],,['SE'],[28],['Estância'],[2802106],13436.0,2315.0,975.0,1340.0,7530.0,2328.0,487.0,706.0,694.0,12.0,166.0,575.0,['2022']
['Sergipe'],,['SE'],[28],['Indiaroba'],[2802809],4768.0,846.0,371.0,475.0,2764.0,752.0,0.0,144.0,142.0,2.0,73.0,319.0,['2022']
['Bahia'],,['BA'],[29],['Inhambupe'],[2913705],8528.0,1454.0,506.0,948.0,4643.0,1390.0,0.0,264.0,101.0,163.0,138.0,1.0,['2022']
['Sergipe'],,['SE'],[28],['Itabaianinha'],[2803005],9711.0,1583.0,557.0,1026.0,5815.0,1821.0,0.0,243.0,243.0,0.0,579.0,249.0,['2022']
['Bahia'],,['BA'],[29],['Itaberaba'],[2914703],14892.0,2455.0,1096.0,1359.0,7758.0,2906.0,1381.0,528.0,465.0,63.0,488.0,267.0,['2022']
['Bahia'],,['BA'],[29],['Itagibá'],[2915205],3651.0,507.0,64.0,443.0,2470.0,369.0,14.0,115.0,64.0,51.0,218.0,100.0,['2022']
['Bahia'],,['BA'],[29],['Itapicuru'],[2916500],10388.0,1312.0,354.0,958.0,4497.0,1038.0,0.0,292.0,194.0,98.0,2683.0,0.0,['2022']
['Sergipe'],,['SE'],[28],['Lagarto'],[2803500],19769.0,3595.0,1517.0,2078.0,10909.0,3528.0,683.0,203.0,188.0,15.0,161.0,1264.0,['2022']
['Bahia'],,['BA'],[29],['Lagoa Real'],[2918753],2473.0,388.0,99.0,289.0,1483.0,425.0,0.0,1.0,1.0,0.0,15.0,0.0,['2022']
['Bahia'],,['BA'],[29],['Lajedinho'],[2919009],882.0,160.0,66.0,94.0,485.0,169.0,0.0,38.0,38.0,0.0,0.0,17.0,['2022']
['Piauí'],,['PI'],[22],['Luzilândia'],[2205805],7436.0,1218.0,595.0,623.0,3601.0,890.0,177.0,6.0,0.0,6.0,529.0,194.0,['2022']
['Maranhão'],,['MA'],[21],['Mirador'],[2106706],4826.0,975.0,432.0,543.0,2941.0,621.0,0.0,0.0,0.0,0.0,0.0,3.0,['2022']
['Maranhão'],,['MA'],[21],['Monção'],[2106904],8504.0,1707.0,826.0,881.0,5109.0,826.0,0.0,21.0,8.0,13.0,2475.0,3.0,['2022']
['Bahia'],,['BA'],[29],['Nova Canaã'],[2922706],3877.0,691.0,385.0,306.0,1832.0,569.0,70.0,691.0,385.0,306.0,1787.0,0.0,['2022']
['Bahia'],,['BA'],[29],['Nova Viçosa'],[2923001],9660.0,1747.0,768.0,979.0,5922.0,1518.0,0.0,748.0,739.0,9.0,97.0,215.0,['2022']
['Piauí'],,['PI'],[22],['Passagem Franca do Piauí'],[2207751],1778.0,313.0,197.0,116.0,663.0,148.0,61.0,3.0,1.0,2.0,159.0,0.0,['2022']
['Sergipe'],,['SE'],[28],['Pedrinhas'],[2805109],2886.0,496.0,324.0,172.0,996.0,434.0,0.0,0.0,0.0,0.0,36.0,143.0,['2022']
['Bahia'],,['BA'],[29],['Piraí do Norte'],[2924678],1978.0,333.0,29.0,304.0,1180.0,259.0,60.0,4.0,0.0,4.0,14.0,1.0,['2022']
['Sergipe'],,['SE'],[28],['Poço Verde'],[2805505],4433.0,721.0,307.0,414.0,2626.0,914.0,0.0,35.0,34.0,1.0,84.0,119.0,['2022']
['Piauí'],,['PI'],[22],['Riacho Frio'],[2208858],2125.0,194.0,67.0,127.0,844.0,156.0,73.0,194.0,67.0,127.0,811.0,1.0,['2022']
['Sergipe'],,['SE'],[28],['Riachão do Dantas'],[2805802],4744.0,603.0,188.0,415.0,2798.0,800.0,0.0,1.0,0.0,1.0,383.0,7.0,['2022']
['Sergipe'],,['SE'],[28],['Rosário do Catete'],[2806107],2464.0,531.0,265.0,266.0,1338.0,241.0,0.0,10.0,2.0,8.0,633.0,218.0,['2022']
['Sergipe'],,['SE'],[28],['Salgado'],[2806206],4020.0,594.0,174.0,420.0,2360.0,666.0,0.0,98.0,85.0,13.0,29.0,102.0,['2022']
['Bahia'],,['BA'],[29],['Santa Brígida'],[2927606],3600.0,513.0,128.0,385.0,2288.0,479.0,0.0,90.0,90.0,0.0,0.0,1.0,['2022']
['Sergipe'],,['SE'],[28],['Santa Luzia do Itanhy'],[2806305],4245.0,997.0,579.0,418.0,2290.0,286.0,0.0,329.0,322.0,7.0,176.0,4.0,['2022']
['Sergipe'],,['SE'],[28],['Santa Rosa de Lima'],[2806503],1110.0,239.0,103.0,136.0,626.0,179.0,0.0,0.0,0.0,0.0,0.0,179.0,['2022']
['Pernambuco' 'Bahia'],,['PE' 'BA'],[26 29],['Santa Terezinha'],[2612802 2928505],4865.0,840.0,337.0,503.0,2650.0,950.0,0.0,1.0,0.0,1.0,33.0,446.0,['2022']
['Rio Grande do Norte' 'Bahia'],,['RN' 'BA'],[24 29],['Serrinha'],[2413508 2930501],22943.0,4299.0,2400.0,1899.0,10080.0,4225.0,1860.0,2992.0,2213.0,779.0,449.0,527.0,['2022']
['Sergipe'],,['SE'],[28],['Simão Dias'],[2807105],9119.0,1601.0,715.0,886.0,5009.0,1612.0,219.0,558.0,475.0,83.0,44.0,815.0,['2022']
