NO_UF,Indice_infra,SG_UF,CO_UF,NO_MUNICIPIO,CO_MUNICIPIO,QT_MAT_BAS,QT_MAT_INF,QT_MAT_INF_CRE,QT_MAT_INF_PRE,QT_MAT_FUND,QT_MAT_MED,QT_MAT_PROF,QT_MAT_INF_INT,QT_MAT_INF_CRE_INT,QT_MAT_INF_PRE_INT,QT_MAT_FUND_INT,QT_MAT_MED_INT,ano
['Bahia'],,['BA'],[29],['São Felipe'],[2929107],6389.0,900.0,461.0,439.0,2140.0,874.0,35.0,677.0,357.0,320.0,711.0,6.0,['2022']
['Bahia'],,['BA'],[29],['São José da Vitória'],[2929354],1400.0,215.0,0.0,215.0,798.0,211.0,0.0,0.0,0.0,0.0,0.0,110.0,['2022']
['Pernambuco'],,['PE'],[26],['Terezinha'],[2615102],1705.0,265.0,103.0,162.0,1180.0,195.0,0.0,103.0,103.0,0.0,0.0,195.0,['2022']
['Sergipe'],,['SE'],[28],['Tobias Barreto'],[2807402],10192.0,1597.0,669.0,928.0,6103.0,1535.0,143.0,344.0,342.0,2.0,1076.0,187.0,['2022']
['Sergipe'],,['SE'],[28],['Tomar do Geru'],[2807501],2699.0,427.0,162.0,265.0,1556.0,538.0,0.0,343.0,157.0,186.0,679.0,79.0,['2022']
['Sergipe'],,['SE'],[28],['Umbaúba'],[2807600],5722.0,983.0,392.0,591.0,3142.0,1212.0,184.0,1.0,0.0,1.0,129.0,179.0,['2022']
['Bahia'],,['BA'],[29],['Andaraí'],[2901304],3048.0,556.0,215.0,341.0,1774.0,480.0,33.0,339.0,142.0,197.0,992.0,130.0,['2023']
['Ceará'],,['CE'],[23],['Antonina do Norte'],[2300804],1641.0,323.0,144.0,179.0,925.0,308.0,0.0,323.0,144.0,179.0,923.0,215.0,['2023']
['Sergipe'],,['SE'],[28],['Arauá'],[2800407],2685.0,513.0,275.0,238.0,1441.0,371.0,0.0,170.0,96.0,74.0,199.0,212.0,['2023']
['Piauí' 'Alagoas'],,['PI' 'AL'],[22 27],['Batalha'],[2201507 2700706],12093.0,2004.0,973.0,1031.0,5115.0,1930.0,731.0,153.0,125.0,28.0,2823.0,652.0,['2023']
['Maranhão'],,['MA'],[21],['Benedito Leite'],[2101806],1107.0,219.0,45.0,174.0,695.0,117.0,0.0,0.0,0.0,0.0,259.0,0.0,['2023']
['Maranhão'],,['MA'],[21],['Boa Vista do Gurupi'],[2101970],3015.0,487.0,231.0,256.0,1424.0,387.0,0.0,0.0,0.0,0.0,1238.0,0.0,['2023']
['Bahia'],,['BA'],[29],['Boninal'],[2904001],2872.0,591.0,194.0,397.0,1714.0,531.0,108.0,1.0,0.0,1.0,125.0,60.0,['2023']
['Sergipe'],,['SE'],[28],['Boquim'],[2800670],4812.0,763.0,325.0,438.0,2821.0,822.0,152.0,57.0,54.0,3.0,73.0,402.0,['2023']
['Bahia'],,['BA'],[29],['Buerarema'],[2904704],3235.0,440.0,132.0,308.0,1948.0,482.0,29.0,56.0,18.0,38.0,302.0,22.0,['2023']
['Piauí'],,['PI'],[22],['Cajueiro da Praia'],[2202083],2061.0,494.0,239.0,255.0,1165.0,258.0,185.0,0.0,0.0,0.0,444.0,172.0,['2023']
['Piauí'],,['PI'],[22],['Campinas do Piauí'],[2202109],1997.0,234.0,131.0,103.0,628.0,109.0,97.0,3.0,2.0,1.0,436.0,27.0,['2023']
['Bahia'],,['BA'],[29],['Caém'],[2905107],2805.0,637.0,304.0,333.0,1264.0,403.0,0.0,533.0,304.0,229.0,1049.0,193.0,['2023']
['Sergipe'],,['SE'],[28],['Cristinápolis'],[2801702],4519.0,970.0,486.0,484.0,2399.0,739.0,0.0,373.0,319.0,54.0,1294.0,217.0,['2023']
['Paraíba'],,['PB'],[25],['Dona Inês'],[2505709],2302.0,475.0,170.0,305.0,1326.0,384.0,0.0,168.0,167.0,1.0,650.0,287.0,['2023']
['Sergipe'],,['SE'],[28],['Estância'],[2802106],13018.0,2404.0,974.0,1430.0,7180.0,2324.0,461.0,707.0,689.0,18.0,213.0,546.0,['2023']
['Sergipe'],,['SE'],[28],['Indiaroba'],[2802809],4401.0,893.0,401.0,492.0,2596.0,728.0,0.0,175.0,167.0,8.0,67.0,287.0,['2023']
['Bahia'],,['BA'],[29],['Inhambupe'],[2913705],8274.0,1464.0,563.0,901.0,4528.0,1250.0,0.0,394.0,184.0,210.0,167.0,4.0,['2023']
['Sergipe'],,['SE'],[28],['Itabaianinha'],[2803005],9608.0,1763.0,777.0,986.0,5487.0,1713.0,70.0,273.0,273.0,0.0,285.0,262.0,['2023']
['Bahia'],,['BA'],[29],['Itaberaba'],[2914703],14835.0,2568.0,1084.0,1484.0,7445.0,2554.0,1616.0,636.0,539.0,97.0,725.0,356.0,['2023']
['Bahia'],,['BA'],[29],['Itagibá'],[2915205],3661.0,580.0,151.0,429.0,2409.0,297.0,6.0,200.0,151.0,49.0,186.0,182.0,['2023']
['Bahia'],,['BA'],[29],['Itapicuru'],[2916500],10615.0,1523.0,513.0,1010.0,4551.0,966.0,0.0,379.0,239.0,140.0,2229.0,6.0,['2023']
['Sergipe'],,['SE'],[28],['Lagarto'],[2803500],19503.0,3809.0,1613.0,2196.0,10673.0,3502.0,646.0,235.0,209.0,26.0,145.0,1173.0,['2023']
['Bahia'],,['BA'],[29],['Lagoa Real'],[2918753],2346.0,402.0,112.0,290.0,1383.0,418.0,0.0,1.0,0.0,1.0,16.0,0.0,['2023']
['Bahia'],,['BA'],[29],['Lajedinho'],[2919009],810.0,152.0,72.0,80.0,466.0,136.0,0.0,56.0,46.0,10.0,88.0,53.0,['2023']
['Piauí'],,['PI'],[22],['Luzilândia'],[2205805],8062.0,1226.0,574.0,652.0,3414.0,1021.0,372.0,2.0,0.0,2.0,1668.0,422.0,['2023']
['Maranhão'],,['MA'],[21],['Mirador'],[2106706],4564.0,985.0,436.0,549.0,2762.0,572.0,0.0,0.0,0.0,0.0,530.0,7.0,['2023']
['Maranhão'],,['MA'],[21],['Monção'],[2106904],8612.0,1842.0,874.0,968.0,5008.0,840.0,0.0,43.0,22.0,21.0,1290.0,3.0,['2023']
['Bahia'],,['BA'],[29],['Nova Canaã'],[2922706],3841.0,841.0,517.0,324.0,1701.0,467.0,6.0,841.0,517.0,324.0,1701.0,0.0,['2023']
['Bahia'],,['BA'],[29],['Nova Viçosa'],[2923001],9447.0,1899.0,845.0,1054.0,5638.0,1256.0,0.0,772.0,765.0,7.0,55.0,112.0,['2023']
['Piauí'],,['PI'],[22],['Passagem Franca do Piauí'],[2207751],1602.0,266.0,141.0,125.0,602.0,163.0,291.0,0.0,0.0,0.0,156.0,42.0,['2023']
['Sergipe'],,['SE'],[28],['Pedrinhas'],[2805109],2668.0,411.0,241.0,170.0,935.0,322.0,0.0,12.0,2.0,10.0,172.0,204.0,['2023']
['Bahia'],,['BA'],[29],['Piraí do Norte'],[2924678],2017.0,317.0,62.0,255.0,1171.0,266.0,93.0,1.0,0.0,1.0,4.0,9.0,['2023']
['Sergipe'],,['SE'],[28],['Poço Verde'],[2805505],4295.0,763.0,299.0,464.0,2509.0,813.0,28.0,33.0,33.0,0.0,78.0,159.0,['2023']
['Piauí'],,['PI'],[22],['Riacho Frio'],[2208858],2252.0,259.0,125.0,134.0,796.0,163.0,93.0,258.0,124.0,134.0,757.0,29.0,['2023']
['Sergipe'],,['SE'],[28],['Riachão do Dantas'],[2805802],4513.0,729.0,274.0,455.0,2636.0,679.0,220.0,16.0,3.0,13.0,1047.0,40.0,['2023']
['Sergipe'],,['SE'],[28],['Rosário do Catete'],[2806107],2286.0,532.0,276.0,256.0,1356.0,232.0,0.0,6.0,1.0,5.0,284.0,232.0,['2023']
['Sergipe'],,['SE'],[28],['Salgado'],[2806206],3911.0,618.0,208.0,410.0,2294.0,669.0,31.0,90.0,90.0,0.0,599.0,162.0,['2023']
['Bahia'],,['BA'],[29],['Santa Brígida'],[2927606],3519.0,556.0,151.0,405.0,2224.0,453.0,61.0,150.0,150.0,0.0,0.0,0.0,['2023']
['Sergipe'],,['SE'],[28],['Santa Luzia do Itanhy'],[2806305],3993.0,971.0,552.0,419.0,2046.0,288.0,0.0,370.0,338.0,32.0,73.0,2.0,['2023']
['Sergipe'],,['SE'],[28],['Santa Rosa de Lima'],[2806503],1035.0,229.0,106.0,123.0,594.0,158.0,0.0,0.0,0.0,0.0,30.0,158.0,['2023']
['Pernambuco' 'Bahia'],,['PE' 'BA'],[26 29],['Santa Terezinha'],[2612802 2928505],4884.0,888.0,333.0,555.0,2625.0,957.0,0.0,1.0,1.0,0.0,266.0,530.0,['2023']
['Rio Grande do Norte' 'Bahia'],,['RN' 'BA'],[24 29],['Serrinha'],[2413508 2930501],23403.0,4543.0,2734.0,1809.0,9469.0,3829.0,2191.0,3471.0,2537.0,934.0,3106.0,552.0,['2023']
['Sergipe'],,['SE'],[28],['Simão Dias'],[2807105],8769.0,1638.0,716.0,922.0,4828.0,1498.0,289.0,522.0,444.0,78.0,125.0,648.0,['2023']
['Bahia'],,['BA'],[29],['São Felipe'],[2929107],6653.0,970.0,455.0,515.0,2076.0,861.0,84.0,789.0,385.0,404.0,899.0,59.0,['2023']
['Bahia'],,['BA'],[29],['São José da Vitória'],[2929354],1222.0,146.0,0.0,146.0,775.0,155.0,0.0,0.0,0.0,0.0,0.0,114.0,['2023']
['Pernambuco'],,['PE'],[26],['Terezinha'],[2615102],1727.0,305.0,119.0,186.0,1071.0,217.0,0.0,95.0,95.0,0.0,167.0,217.0,['2023']
['Sergipe'],,['SE'],[28],['Tobias Barreto'],[2807402],9832.0,1706.0,684.0,1022.0,5716.0,1592.0,128.0,411.0,402.0,9.0,1143.0,256.0,['2023']
['Sergipe'],,['SE'],[28],['Tomar do Geru'],[2807501],2598.0,497.0,176.0,321.0,1500.0,474.0,0.0,199.0,155.0,44.0,573.0,97.0,['2023']
['Sergipe'],,['SE'],[28],['Umbaúba'],[2807600],5940.0,1067.0,466.0,601.0,3012.0,1280.0,228.0,3.0,0.0,3.0,424.0,231.0,['2023']
